"","species","report","mean","loHPDI","hiHDPI"
"1427","Inconnu",10,10.27780442,6.32663,13.629
"1428","Whitefish - Broad",40,40.6440866,27.9548,54.2789
"1429","Herring - Pacific",25,25.170274,16.8438,32.981
"1430","Inconnu",2,2.06827722,1.3578,2.72395
"1431","Flounder",3,3.05000844,2.02787,4.22944
"1432","Whitefish - Broad",25,25.5519728,17.1092,35.6881
"1433","Herring - Pacific",1,1.059307436,0.705985,1.41579
"1434","Inconnu",5,5.27035244,3.26398,7.09442
"1435","Whitefish - Lake",5,5.16743736,3.34828,6.74633
"1436","Whitefish - Broad",200,198.253566,133.546,264.251
"1437","Inconnu",10,10.27926126,6.38142,13.4659
"1438","Pike - Northern",2,2.05809714,1.379,2.7399
"1439","Whitefish - Broad",100,99.485863,64.3896,130.004
"1440","Whale - Beluga",1,1.051012902,0.702593,1.36436
"1441","Whitefish - Broad",300,299.915206,199,399.347
"1442","Whitefish - Broad",72,72.9600652,47.6018,95.5173
"1443","Inconnu",1,1.05795565,0.73244,1.41075
"1444","Herring - Pacific",1,1.051808952,0.718831,1.43085
"1445","Flounder",32,31.980272,19.0967,42.3184
"1446","Whitefish - Broad",150,148.838316,94.3948,199.376
"1447","Herring - Pacific",20,20.1942618,14.2116,27.0011
"1448","Inconnu",50,50.7440368,32.6845,66.6988
"1449","Whale - Beluga",3,2.64895774,1.85504,3.58433
"1450","Whitefish - Broad",30,30.176048,19.2836,40.5493
"1451","Inconnu",10,10.3103667,6.42935,13.2927
"1452","Goose - Greater White",1,1.05467554,0.711359,1.38462
"1453","Goose - Snow",6,6.2138979,4.17991,8.36463
"1454","Flounder",2,2.05981246,1.32755,2.6562
"1455","Sculpin - Fourhorn",1,1.06854571,0.691569,1.4455
"1456","Whale - Beluga",2,1.840368158,1.26185,2.43399
"1457","Whitefish - Broad",61,61.0551942,39.3407,81.9942
"1458","Whitefish - Lake",67,67.579251,41.2912,88.8145
"1459","Herring - Pacific",25,25.28711,15.9814,34.4822
"1460","Pike - Northern",12,11.7823729,7.5687,15.5318
"1461","Inconnu",19,19.2492692,13.0731,26.1347
"1462","Caribou - Barren Ground",1,1.071146286,0.669956,1.419
"1463","Caribou - Barren Ground",2,2.0581559,1.36524,2.64381
"1464","Whitefish - Broad",60,59.7424418,40.2479,80.4319
"1465","Whitefish - Broad",20,20.6801894,13.837,27.2078
"1466","Herring - Pacific",5,5.14079836,3.23004,6.72694
"1467","Whitefish - Lake",13,13.33405292,8.53416,17.5391
"1468","Flounder",5,5.09900316,3.35406,6.80608
"1469","Whitefish - Lake",4,4.17910658,2.63859,5.56183
"1470","Whitefish - Lake",13,13.34509938,8.42484,17.7885
"1471","Inconnu",7,7.0336864,4.67616,8.94113
"1472","Herring - Pacific",20,20.4730686,14.1663,27.5478
"1473","Whitefish - Broad",300,297.368174,184.872,386.424
"1474","Whitefish - Lake",40,40.7465858,26.8226,53.3005
"1475","Herring - Pacific",15,15.14785584,10.3659,20.2314
"1476","Caribou - Barren Ground",2,2.01501604,1.31431,2.7188
"1477","Whitefish - Broad",100,98.9751432,65.4078,135.094
"1478","Whitefish - Lake",100,100.517698,66.3305,129.364
"1479","Inconnu",20,20.4694344,14.5052,27.3222
"1480","Sculpin - Fourhorn",20,20.07117712,13.1637,27.9309
"1481","Flounder",15,15.11327152,9.83646,20.4992
"1482","Whitefish - Broad",14,14.32800528,9.66193,19.5929
"1483","Herring - Pacific",30,30.2946804,19.4636,40.9744
"1484","Inconnu",12,12.41785742,8.37419,15.9738
"1485","Flounder",25,24.942625,15.8438,32.148
"1486","Whitefish - Broad",70,70.7196554,44.6289,95.3927
"1487","Herring - Pacific",2,2.087480832,1.354,2.84094
"1488","Flounder",10,10.25172086,6.79195,13.8751
"1489","Inconnu",10,10.14704808,6.26491,13.3359
"1490","Whitefish - Lake",30,30.3046218,19.8449,39.6509
"1491","Whitefish - Broad",30,30.5038356,20.7175,39.8504
"1492","Inconnu",2,2.08159672,1.42416,2.77135
"1493","Whitefish - Broad",80,80.2205168,55.0059,107.822
"1494","Herring - Pacific",50,50.8173118,32.7303,67.34
"1495","Whitefish - Broad",3,3.15694478,2.14252,4.2732
"1496","Inconnu",20,20.3987206,12.8016,26.381
"1497","Flounder",2,2.0519645,1.36493,2.65418
"1498","Sculpin - Fourhorn",1,1.067204052,0.742763,1.43527
"1499","Inconnu",6,6.18141996,4.05175,8.02398
"1500","Whitefish - Broad",24,24.0223982,16.062,33.1753
"1501","Caribou - Barren Ground",3,3.05542234,1.98586,4.04309
"1502","Whitefish - Broad",4,4.15297088,2.89353,5.73137
"1503","Whitefish - Lake",1,1.045280284,0.696346,1.36031
"1504","Inconnu",1,1.044389828,0.640637,1.35931
"1505","Whitefish - Broad",30,30.4273178,20.3771,41.9927
"1506","Inconnu",2,2.075357016,1.31836,2.76263
"1507","Trout - Lake",1,1.040665606,0.666612,1.32542
"1508","Whitefish - Broad",30,30.4756806,19.4811,40.8228
"1509","Herring - Pacific",30,30.4560726,20.5133,41.2584
"1510","Whitefish - Broad",200,199.14304,134.379,268.282
"1511","Inconnu",150,148.4608224,103.404,203.945
"1512","Herring - Pacific",80,80.2890762,54.5229,106.834
"1513","Whitefish - Lake",300,294.275686,191.558,388.834
"1514","Inconnu",8,8.13126188,5.67316,11.1104
"1515","Herring - Pacific",80,80.1541214,50.1232,103.195
"1516","Whitefish - Lake",125,125.0215696,85.8182,165.482
"1517","Whitefish - Broad",300,298.504522,195.82,380.674
"1518","Herring - Pacific",30,30.7345868,19.371,40.9221
"1519","Inconnu",300,299.108728,193.171,399.475
"1520","Whitefish - Lake",80,81.148934,55.7928,108.651
"1521","Goose - Greater White",2,2.05987896,1.41251,2.73552
"1522","Whitefish - Broad",30,30.3486856,19.7268,39.5522
"1523","Inconnu",2,2.10595938,1.40785,2.91993
"1524","Herring - Pacific",40,40.4161134,26.3138,53.1245
"1525","Whitefish - Broad",60,61.3026596,41.1124,82.8041
"1526","Whitefish - Broad",40,40.6170926,26.4234,53.7889
"1527","Herring - Pacific",40,40.9352126,25.9531,55.234
"1528","Inconnu",10,10.35817962,7.17154,14.3493
"1529","Whitefish - Broad",75,75.9714356,50.3047,101.88
"1530","Whitefish - Broad",30,30.2692062,19.3149,40.2285
"1531","Whitefish - Broad",600,590.617112,372.716,751.371
"1532","Cisco - Least",3,3.10283344,1.95451,4.09532
"1533","Inconnu",20,20.3762075,13.6126,26.8976
"1534","Whitefish - Lake",60,59.7749374,39.262,79.0043
"1535","Sculpin - Fourhorn",10,10.27115942,7.13257,14.2314
"1536","Flounder",20,19.86093884,13.0536,26.1576
"1537","Pike - Northern",1,1.060666198,0.76631,1.43192
"1538","Cod - Saffron",1,1.049860116,0.668866,1.39576
"1539","Whitefish - Broad",600,582.442612,383.369,753.542
"1540","Herring - Pacific",20,20.6623482,14.4021,28.3034
"1541","Inconnu",20,20.4309802,13.5624,27.4737
"1542","Trout - Lake",6,6.17708188,4.11128,8.4464
"1543","Trout - Lake",6,6.17046438,4.10666,8.26648
"1544","Caribou - Barren Ground",3,3.0005569,1.91767,3.97994
"1545","Whitefish - Broad",30,30.3715112,21.1632,40.5701
"1546","Trout - Lake",3,3.10394006,2.00338,4.02366
"1547","Inconnu",15,15.26455604,9.81054,19.8519
"1548","Pike - Northern",1,1.051023298,0.715514,1.39215
"1549","Whitefish - Broad",120,120.6310142,77.2004,163.381
"1550","Herring - Pacific",10,10.29708786,6.76963,13.6833
"1551","Inconnu",30,30.283642,19.2235,40.1389
"1552","Whitefish - Broad",25,24.82618,16.3527,31.8992
"1553","Inconnu",2,2.11688246,1.38571,2.76052
"1554","Whitefish - Broad",30,30.602783,19.9129,39.4436
"1555","Herring - Pacific",30,30.7464672,18.0185,40.5044
"1556","Caribou - Barren Ground",1,1.05485619,0.689849,1.39044
"1557","Whitefish - Broad",60,60.841658,39.2974,81.3267
"1558","Herring - Pacific",55,56.077595,37.5378,76.3756
"1559","Whitefish - Lake",60,60.9350054,40.9739,85.7124
"1560","Smelt",10,10.07703956,7.12054,13.7336
"1561","Flounder",4,4.08894458,2.76323,5.34652
"1562","Sculpin - Fourhorn",5,5.18332856,3.5605,7.06012
"1563","Inconnu",15,15.29261426,10.2903,19.5319
"1564","Whitefish - Broad",60,60.2011232,41.3626,78.879
"1565","Herring - Pacific",55,55.8382566,37.9965,75.1245
"1566","Whitefish - Lake",60,60.9840628,40.1722,78.402
"1567","Smelt",10,9.97898446,6.69472,12.9647
"1568","Flounder",4,4.13030984,2.79564,5.32276
"1569","Sculpin - Fourhorn",5,5.1482956,3.39695,6.96593
"1570","Inconnu",15,15.51273598,10.1515,19.8434
"1571","Whitefish - Broad",200,200.38589,126.857,265.687
"1572","Herring - Pacific",4,4.20458472,2.83326,5.74394
"1573","Sculpin - Fourhorn",20,19.8782558,12.9168,26.0548
"1574","Flounder",10,10.28393484,6.71321,13.9431
"1575","Inconnu",10,10.33692356,7.12005,13.7112
"1576","Whitefish - Lake",250,246.76133,151.472,314.495
"1577","Caribou - Barren Ground",2,2.0325858,1.32817,2.66574
"1578","Caribou - Barren Ground",6,5.83841262,3.83262,7.6738
"1579","Whitefish - Broad",8,8.27187906,5.55486,11.1585
"1580","Inconnu",2,2.05900972,1.36485,2.69971
"1581","Whitefish - Broad",10,10.38674626,6.95816,13.5227
"1582","Herring - Pacific",5,5.1862249,3.49347,6.8065
"1583","Caribou - Barren Ground",1,1.067751904,0.678272,1.43471
"1584","Whitefish - Broad",200,199.59654,133.8,266.517
"1585","Inconnu",400,399.711634,258.846,517.537
"1586","Herring - Pacific",400,394.024244,276.262,529.677
"1587","Moose",1,1.032435546,0.699039,1.3683
"1588","Inconnu",2,2.0694694,1.42432,2.85119
"1589","Caribou - Barren Ground",2,2.022324006,1.34696,2.73129
"1590","Whitefish - Broad",150,149.999876,101.562,203.488
"1591","Herring - Pacific",10,10.2074247,6.93326,13.8783
"1592","Inconnu",40,40.2194006,23.1742,52.8851
"1593","Inconnu",1,1.050644422,0.667558,1.38514
"1594","Smelt",5,5.14110294,3.58682,6.85442
"1595","Sculpin - Fourhorn",4,4.19088378,2.91926,5.66812
"1596","Herring - Pacific",15,15.4524439,10.1777,20.6313
"1597","Inconnu",10,10.26540276,7.31743,13.9561
"1598","Herring - Pacific",20,20.4938382,13.8823,27.6789
"1599","Inconnu",20,20.49939726,13.3362,27.7012
"1600","Sculpin - Fourhorn",20,19.658263,13.3728,25.9194
"1601","Whitefish - Broad",10,10.1288359,6.54831,13.2265
"1602","Goose - Snow",12,12.30686678,8.55062,16.517
"1603","Whitefish - Broad",12,12.23907114,7.78311,16.1589
"1604","Inconnu",12,12.29529004,8.62847,16.9646
"1605","Cisco - Least",10,10.36593466,6.3866,13.8465
"1606","Cod - Saffron",7,7.12109078,4.77377,9.58948
"1607","Inconnu",14,14.2879696,9.28965,18.184
"1608","Sculpin - Fourhorn",7,7.11821884,4.78749,9.52283
"1609","Sculpin - Fourhorn",7,7.196091,4.60593,9.55763
"1610","Cod - Saffron",1,1.037761316,0.671034,1.33708
"1611","Herring - Pacific",1,1.04093052,0.706411,1.40243
"1612","Whitefish - Lake",50,50.9900764,32.0819,68.5161
"1613","Whitefish - Broad",50,49.8322358,32.4357,65.2952
"1614","Cisco - Least",30,30.49733,19.9295,39.5839
"1615","Inconnu",2,2.06519,1.48954,2.85775
"1616","Ptarmigan - Willow",4,4.14827418,2.6619,5.45315
"1617","Moose",1,1.030592926,0.740296,1.37171
"1618","Inconnu",3,3.16273968,2.0514,4.16626
"1619","Cod - Saffron",1,1.049958838,0.716339,1.42197
"1620","Sculpin - Fourhorn",3,3.12091652,2.10152,4.19732
"1621","Caribou - Barren Ground",3,3.04206848,1.97148,3.99502
"1622","Inconnu",100,100.6165296,66.7276,132.955
"1623","Whitefish - Lake",80,79.3569318,49.0282,102.634
"1624","Trout - Lake",5,5.20585422,3.39516,6.85563
"1625","Cisco - Least",20,20.3903154,14.1466,27.6105
"1626","Herring - Pacific",15,15.30268366,10.0947,20.2963
"1627","Caribou - Barren Ground",1,1.069260134,0.679605,1.41363
"1628","Inconnu",6,6.17455316,3.8457,7.91544
"1629","Whitefish - Lake",50,51.1355358,33.0885,68.1017
"1630","Whitefish - Broad",50,50.2597876,33.8363,65.6582
"1631","Cisco - Least",30,30.3191494,20.6011,41.064
"1632","Inconnu",2,2.12824666,1.39052,2.87959
"1633","Caribou - Barren Ground",1,1.059252482,0.705794,1.40893
"1634","Whitefish - Lake",1,1.067354196,0.712449,1.42654
"1635","Cisco - Least",2,2.12346196,1.39936,2.84017
"1636","Caribou - Barren Ground",4,3.9527751,2.71459,5.18395
"1637","Caribou - Barren Ground",6,5.9265773,4.03357,7.65619
"1638","Caribou - Barren Ground",3,3.05241298,2.03114,4.08565
"1639","Inconnu",10,10.19277358,6.99754,13.6556
"1640","Cisco - Least",31,31.5190608,20.8603,41.6899
"1641","Cod - Saffron",18,17.69751106,12.0645,23.8795
"1642","Herring - Pacific",2,2.06961426,1.33776,2.66001
"1643","Smelt",2,2.095336776,1.39337,2.77256
"1644","Herring - Pacific",2,2.0872699,1.4223,2.83994
"1645","Cisco - Least",2,2.08080088,1.37027,2.72573
"1646","Inconnu",2,2.09195848,1.5401,2.82811
"1647","Cisco - Least",25,25.2861014,15.7269,34.8434
"1648","Inconnu",7,7.19774754,4.81711,9.5838
"1649","Cisco - Least",58,59.309185,42.1366,78.8145
"1650","Inconnu",8,8.11844678,5.37648,10.6069
"1651","Cod - Saffron",6,6.04622026,3.97089,8.01405
"1652","Herring - Pacific",600,591.354788,407.824,837.801
"1653","Inconnu",3,3.08080298,2.02545,3.99807
"1654","Cisco - Least",4,4.18342766,2.5414,5.49607
"1655","Cod - Saffron",4,4.01246124,2.74678,5.33171
"1656","Ptarmigan - Willow",5,5.17161302,3.50714,6.91497
"1657","Inconnu",15,15.41691614,9.93493,20.0504
"1658","Cisco - Least",10,10.15759696,7.07013,14.0651
"1659","Cod - Saffron",4,4.01081678,2.7791,5.43248
"1660","Burbot",2,2.06422138,1.29209,2.68804
"1661","Inconnu",10,10.41121678,6.97457,14.195
"1662","Cisco - Least",100,100.420138,68.7013,133.319
"1663","Sculpin - Fourhorn",20,19.71259706,13.9738,25.5688
"1664","Caribou - Barren Ground",1,1.040687184,0.713783,1.43068
"1665","Caribou - Barren Ground",5,4.9275894,3.26451,6.47772
"1666","Smelt",3,3.1581917,1.98209,4.22864
"1667","Sculpin - Fourhorn",4,4.12399314,2.5629,5.54534
"1668","Inconnu",400,394.255726,268.955,523.632
"1669","Whitefish - Broad",6,6.34831078,4.05244,8.47117
"1670","Whitefish - Lake",4,4.10152048,2.69307,5.45394
"1671","Cisco - Least",5,5.13648992,3.47215,6.78101
"1672","Sculpin - Fourhorn",15,14.78194804,9.90537,19.5597
"1673","Inconnu",11,11.21313934,7.41963,14.9459
"1674","Burbot",1,1.048351328,0.698058,1.40186
"1675","Sculpin - Fourhorn",4,4.11671016,2.68033,5.5246
"1676","Caribou - Barren Ground",1,1.058611208,0.674861,1.37197
"1677","Cisco - Least",30,30.494728,20.2705,41.1684
"1678","Inconnu",1,1.032200888,0.685712,1.33975
"1679","Inconnu",1,1.042060416,0.683247,1.36457
"1680","Caribou - Barren Ground",1,1.049737726,0.709635,1.36577
"1681","Whitefish - Broad",30,30.1060248,20.848,41.4284
"1682","Caribou - Barren Ground",5,4.89353648,3.20392,6.36294
"1683","Caribou - Barren Ground",9,8.63561614,5.59153,11.2847
"1684","Caribou - Barren Ground",1,1.03999802,0.689695,1.34322
"1685","Caribou - Barren Ground",1,1.05330785,0.703552,1.37959
"1686","Caribou - Barren Ground",4,3.96153728,2.58493,5.35027
"1687","Caribou - Barren Ground",5,4.90518408,3.32453,6.39056
"1688","Inconnu",15,15.20836588,9.88083,19.37
"1689","Caribou - Barren Ground",1,1.044953722,0.746583,1.36779
"1690","Caribou - Barren Ground",5,4.93294424,3.26922,6.60049
"1691","Moose",1,1.048391176,0.698657,1.39194
"1692","Caribou - Barren Ground",3,3.02658014,2.02278,4.0114
"1693","Caribou - Barren Ground",3,3.00070046,2.09225,4.03753
"1694","Caribou - Barren Ground",3,3.01309126,1.94327,3.93942
"1695","Caribou - Barren Ground",3,3.03738754,2.03275,3.97661
"1696","Caribou - Barren Ground",2,2.04842332,1.24031,2.66636
"1697","Caribou - Barren Ground",4,3.96969978,2.62509,5.26991
"1698","Caribou - Barren Ground",3,2.99265066,2.0074,4.01229
"1699","Caribou - Barren Ground",3,3.00419332,2.04992,4.07239
"1700","Caribou - Barren Ground",2,2.05843124,1.37052,2.68863
"1701","Caribou - Barren Ground",3,3.06121076,1.94254,3.97486
"1702","Caribou - Barren Ground",3,3.02528558,1.98462,4.03378
"1703","Caribou - Barren Ground",2,2.04515224,1.37805,2.68258
"1704","Muskox",3,2.91119452,1.99898,3.79505
"1705","Caribou - Barren Ground",2,2.0543762,1.33933,2.681
"1706","Trout - Lake",37,36.2667642,24.7492,47.0229
"1707","Trout - Lake",10,10.16468718,6.77489,13.5431
"1708","Trout - Lake",-1,17.221166178,0.335061,35.1257
"1709","Trout - Lake",2,2.071937788,1.39043,2.76777
"1710","Muskox",4,3.79795748,2.43194,4.99862
"1711","Hare - Arctic",2,2.08701428,1.37331,2.75393
"1712","Cod - Greenland",1,1.05025497,0.63918,1.35627
"1713","Sculpin - Fourhorn",7,7.15622566,4.63771,9.51724
"1714","Muskox",2,2.03801188,1.47235,2.79001
"1715","Seal - Ringed",2,2.03329328,1.42675,2.72959
"1716","Trout - Lake",4,4.11809198,2.71046,5.50771
"1717","Trout - Lake",3,3.1074716,2.05746,4.20375
"1718","Ptarmigan - Rock",1,1.057937206,0.690102,1.41784
"1719","Caribou - Barren Ground",1,1.053268854,0.70672,1.41232
"1720","Muskox",1,1.064799732,0.682603,1.35094
"1721","Muskox",1,1.078909552,0.710258,1.43296
"1722","Hare - Arctic",1,1.043327774,0.712254,1.39647
"1723","Caribou - Union Dolphin",2,2.04216364,1.38406,2.63336
"1724","Muskox",1,1.08545191,0.717886,1.44923
"1725","Hare - Arctic",1,1.046710438,0.682079,1.33979
"1726","Hare - Arctic",1,1.057658002,0.661059,1.37258
"1727","Muskox",2,2.0156259,1.43226,2.79921
"1728","Muskox",2,2.00042944,1.39532,2.64752
"1729","Muskox",2,1.98710364,1.30933,2.61299
"1730","Muskox",2,2.005016782,1.35765,2.6613
"1731","Bear - Polar",1,1.044632258,0.735977,1.40891
"1732","Muskox",2,2.012695978,1.38423,2.6966
"1733","Muskox",1,1.059787022,0.735882,1.37032
"1734","Muskox",1,1.069434946,0.745379,1.45599
"1735","Trout - Lake",12,12.19223274,8.23052,16.3763
"1736","Muskox",3,2.93936934,2.01098,3.97731
"1737","Trout - Lake",2,2.05600184,1.42585,2.77502
"1738","Trout - Lake",22,21.9778156,13.4561,28.5974
"1739","Trout - Lake",30,29.972251,19.9377,39.11
"1740","Trout - Lake",20,20.2628046,12.954,26.8167
"1741","Trout - Lake",25,25.5457672,16.0933,32.4446
"1742","Trout - Lake",5,5.13425398,3.43059,6.74382
"1743","Trout - Lake",20,20.0984336,14.6566,27.7155
"1744","Trout - Lake",40,39.862688,26.7971,53.0261
"1745","Trout - Lake",6,6.15221512,3.99908,8.1369
"1746","Muskox",1,1.060705856,0.715782,1.41833
"1747","Muskox",2,2.042644016,1.31821,2.73189
"1748","Trout - Lake",34,33.9238134,22.7622,44.397
"1749","Muskox",1,1.057933298,0.725063,1.31915
"1750","Trout - Lake",30,29.9756932,20.4555,40.2641
"1751","Eider - King",18,18.65041914,12.1785,25.9185
"1752","Goose - Canada",2,2.115057292,1.41942,2.88163
"1753","Seal - Ringed",2,2.0515181,1.46368,2.71284
"1754","Trout - Lake",15,14.9678766,9.76161,19.8012
"1755","Trout - Lake",35,35.157229,23.3063,47.2054
"1756","Trout - Lake",15,15.13401622,9.63933,19.5684
"1757","Trout - Lake",40,40.01814,28.1152,54.0552
"1758","Muskox",1,1.078054084,0.727634,1.44713
"1759","Trout - Lake",50,49.3848966,34.0792,65.9137
"1760","Trout - Lake",7,7.16176512,4.86322,9.21107
"1761","Muskox",4,3.87869614,2.55455,5.12609
"1762","Trout - Lake",1,1.056758018,0.733279,1.44159
"1763","Trout - Lake",3,3.11912504,1.9672,4.04839
"1764","Trout - Lake",30,30.1777446,18.9818,39.5547
"1765","Goose - Canada",20,20.2207732,14.1955,27.4708
"1766","Trout - Lake",12,12.14499926,8.31937,16.1449
"1767","Trout - Lake",10,10.1033174,6.23073,13.3801
"1768","Goose - Canada",2,2.1238193,1.33463,2.74912
"1769","Trout - Lake",15,15.10907886,10.8561,20.3566
"1770","Trout - Lake",22,22.3303484,13.9821,29.4102
"1771","Trout - Lake",4,4.15849686,2.68133,5.42616
"1772","Trout - Lake",45,44.3120452,30.6901,59.5488
"1773","Trout - Lake",2,2.05869276,1.32944,2.64469
"1774","Goose - Canada",6,6.18261578,4.08158,7.93441
"1775","Trout - Lake",16,16.02725252,10.9884,21.6456
"1776","Cod - Greenland",9,9.17144106,6.25769,12.5186
"1777","Trout - Lake",-1,16.4901245048,0.0934134,39.1956
"1778","Caribou - Peary",1,1.054104044,0.70895,1.38315
"1779","Trout - Lake",18,17.927897,12.5373,23.6738
"1780","Caribou - Peary",2,2.04158628,1.43459,2.75517
"1781","Trout - Lake",18,18.43685196,12.5497,24.078
"1782","Goose - Canada",20,20.4807922,13.461,26.9482
"1783","Swan - Tundra",1,1.064792472,0.710156,1.39283
"1784","Trout - Lake",8,8.18597754,5.61342,11.0355
"1785","Goose - Canada",5,5.11716106,3.53161,6.70623
"1786","Trout - Lake",12,12.2363463,7.49916,15.9283
"1787","Goose - Canada",8,8.1226792,5.54407,10.5539
"1788","Trout - Lake",24,24.009998,15.186,32.2433
"1789","Char - Land Locked",18,18.2093524,12.8029,23.8
"1790","Trout - Lake",75,73.8991784,49.441,95.4657
"1791","Muskox",2,2.02879934,1.40066,2.77208
"1792","Muskox",2,1.9989868,1.34165,2.61379
"1793","Trout - Lake",-1,15.083833128,0.385606,34.5042
"1794","Muskox",2,2.02266332,1.30694,2.63896
"1795","Ptarmigan - Rock",4,4.0992397,2.72564,5.57005
"1796","Muskox",2,2.00241398,1.36368,2.66807
"1797","Caribou - Peary",1,1.049303984,0.688272,1.37844
"1798","Caribou - Peary",1,1.051419596,0.681731,1.43502
"1799","Muskox",2,1.980285336,1.30749,2.64673
"1800","Bear - Polar",1,1.04103118,0.748322,1.398
"1801","Muskox",3,2.94563282,1.8806,3.80158
"1802","Muskox",1,1.074567606,0.675109,1.38314
"1803","Muskox",2,2.01383618,1.42361,2.67258
"1804","Ptarmigan - Rock",2,2.08655034,1.38289,2.8506
"1805","Hare - Arctic",1,1.055890236,0.699068,1.41269
"1806","Trout - Lake",20,20.0849926,13.1798,26.3629
"1807","Trout - Lake",-1,13.548740892,0.37903,29.3735
"1808","Trout - Lake",5,5.17071634,3.39178,6.82938
"1809","Trout - Lake",40,40.1707066,25.3079,52.1162
"1810","Trout - Lake",20,20.1069192,13.7012,27.3224
"1811","Trout - Lake",3,3.12712826,1.95322,4.00032
"1812","Trout - Lake",24,24.049357,16.1064,32.8577
"1813","Trout - Lake",40,40.0841818,23.8871,53.0978
"1814","Trout - Lake",40,39.9205538,26.1936,52.1292
"1815","Trout - Lake",1,1.059476452,0.680064,1.38762
"1816","Bear - Polar",1,1.036952694,0.756054,1.35225
"1817","Muskox",2,2.001452294,1.35306,2.56843
"1818","Trout - Lake",18,18.1863126,12.8705,24.3346
"1819","Trout - Lake",9,9.21828752,5.99403,12.2802
"1820","Char - Land Locked",6,6.15899278,4.00714,8.02989
"1821","Seal - Ringed",1,1.0465423,0.630317,1.34492
"1822","Trout - Lake",23,23.2360824,15.0797,31.1558
"1823","Cod - Greenland",7,7.0879652,4.8208,9.36304
"1824","Trout - Lake",30,30.2476354,21.1839,42.4324
"1825","Hare - Arctic",2,2.04539938,1.35738,2.67285
"1826","Seal - Ringed",1,1.04754245,0.656629,1.38321
"1827","Bear - Polar",1,1.045988946,0.703952,1.37461
"1828","Muskox",3,2.94009824,1.89662,3.84566
"1829","Muskox",1,1.07094713,0.721564,1.38699
"1830","Trout - Lake",14,14.32063284,9.19076,18.434
"1831","Hare - Arctic",2,2.06566516,1.39382,2.63662
"1832","Muskox",1,1.056556248,0.70664,1.37469
"1833","Trout - Lake",-1,26.1720074988,0.0203415,48.5576
"1834","Hare - Arctic",1,1.037431436,0.679174,1.38126
"1835","Trout - Lake",9,9.09182526,6.29314,12.0663
"1836","Trout - Lake",7,7.0495119,4.74553,9.28264
"1837","Trout - Lake",4,4.09520594,2.85191,5.631
"1838","Muskox",6,5.49680242,3.60519,7.04535
"1839","Trout - Lake",20,20.0385626,14.052,26.9045
"1840","Ptarmigan - Rock",30,29.263239,20.1856,40.005
"1841","Muskox",2,2.01246222,1.30287,2.58671
"1842","Seal - Ringed",1,1.038172914,0.670637,1.3382
"1843","Muskox",2,2.00480394,1.37812,2.75482
"1844","Ptarmigan - Rock",10,9.96085186,6.59612,12.8991
"1845","Trout - Lake",11,11.1686871,7.52312,14.7339
"1846","Muskox",1,1.073753032,0.708686,1.38018
"1847","Bear - Polar",1,1.041912596,0.670148,1.3628
"1848","Trout - Lake",18,18.27133394,11.114,23.9928
"1849","Bear - Polar",1,1.0472131,0.731898,1.36977
"1850","Muskox",1,1.07246787,0.725945,1.40871
"1851","Muskox",1,1.081506096,0.733094,1.46252
"1852","Bear - Polar",1,1.036793642,0.72922,1.3517
"1853","Muskox",3,2.91915128,1.80062,3.854
"1854","Ptarmigan - Rock",3,3.10388862,2.1921,4.23476
"1855","Seal - Ringed",1,1.046225524,0.720661,1.40833
"1856","Muskox",2,2.00584645,1.41252,2.67967
"1857","Seal - Ringed",2,2.044760076,1.31477,2.74552
"1858","Hare - Arctic",1,1.053840478,0.711182,1.44948
"1859","Trout - Lake",11,11.03800666,7.77055,14.7167
"1860","Hare - Arctic",2,2.07448536,1.3721,2.7746
"1861","Seal - Ringed",4,4.0268854,2.80599,5.47243
"1862","Hare - Arctic",3,3.08981156,1.81952,3.99154
"1863","Trout - Lake",15,15.13905016,9.62769,19.7381
"1864","Trout - Lake",20,20.4197746,13.1759,25.8511
"1865","Char - Land Locked",12,12.17534196,8.46687,16.3122
"1866","Trout - Lake",9,9.23910016,6.41739,12.4345
"1867","Char - Arctic",3,3.14544434,1.98494,4.19632
"1868","Goose - Canada",25,25.594245,16.3443,34.3361
"1869","Goose - Canada",12,12.22258288,8.35474,16.3025
"1870","Trout - Lake",40,39.5843496,25.774,53.1917
"1871","Seal - Ringed",2,2.07450596,1.38663,2.81917
"1872","Goose - Canada",15,15.33912254,10.2128,20.3168
"1873","Trout - Lake",12,12.1084193,7.99734,16.313
"1874","Goose - Canada",12,12.34201166,8.15053,16.3871
"1875","Trout - Lake",15,15.09210994,9.84288,20.448
"1876","Cod - Greenland",30,30.0429068,18.88,39.8702
"1877","Muskox",1,1.076155592,0.722709,1.40779
"1878","Goose - Canada",17,17.13799582,12.1111,23.0742
"1879","Trout - Lake",2,2.0996366,1.35216,2.78483
"1880","Goose - Canada",30,30.1810772,21.2593,39.5572
"1881","Trout - Lake",40,39.9205498,24.3082,52.3284
"1882","Hare - Arctic",1,1.06339473,0.695416,1.42858
"1883","Seal - Ringed",4,4.03209688,2.54961,5.30449
"1884","Trout - Lake",20,20.1680984,13.104,26.8813
"1885","Char - Land Locked",25,25.1769762,15.9999,32.6574
"1886","Goose - Canada",7,7.18304052,4.7809,9.30144
"1887","Caribou - Union Dolphin",1,1.070897044,0.687164,1.42704
"1888","Goose - Snow",2,2.09913372,1.43632,2.78797
"1889","Crane - Sandhill",2,2.01882826,1.40994,2.70833
